feature,importance
NAME_EDUCATION_TYPE_Higher education,0.002842436884867041
NAME_EDUCATION_TYPE_Incomplete higher,0.0011816765109458423
NAME_EDUCATION_TYPE_Lower secondary,0.0011913283370627028
NAME_EDUCATION_TYPE_Secondary / secondary special,0.0028595797492026453
NAME_FAMILY_STATUS_Civil marriage,0.0029694943939558133
NAME_FAMILY_STATUS_Married,0.004004943568220564
NAME_FAMILY_STATUS_Separated,0.0021721608139611014
NAME_FAMILY_STATUS_Single / not married,0.0030340198638421404
NAME_FAMILY_STATUS_Widow,0.0013951188399367498
NAME_HOUSING_TYPE_Co-op apartment,0.0004068342368064887
NAME_HOUSING_TYPE_House / apartment,0.0027122941042847758
NAME_HOUSING_TYPE_Municipal apartment,0.0015072710739443317
NAME_HOUSING_TYPE_Office apartment,0.0006672228172100316
NAME_HOUSING_TYPE_Rented apartment,0.00143050434947065
NAME_HOUSING_TYPE_With parents,0.0020523080888550462
OCCUPATION_TYPE_Accountants,0.0008941896844602392
OCCUPATION_TYPE_Cleaning staff,0.0010812519147591429
OCCUPATION_TYPE_Cooking staff,0.001344999657165441
OCCUPATION_TYPE_Core staff,0.0018110804710669024
OCCUPATION_TYPE_Drivers,0.0022049139065792697
OCCUPATION_TYPE_HR staff,0.0001814191072692706
OCCUPATION_TYPE_High skill tech staff,0.0011777295036363912
OCCUPATION_TYPE_IT staff,0.0002092887022339734
OCCUPATION_TYPE_Laborers,0.0034710138016520475
OCCUPATION_TYPE_Low-skill Laborers,0.0011682965660294018
OCCUPATION_TYPE_Managers,0.0016409502064353584
OCCUPATION_TYPE_Medicine staff,0.001059907287701153
OCCUPATION_TYPE_Private service staff,0.0005882797844719947
OCCUPATION_TYPE_Realty agents,0.0003436942939983257
OCCUPATION_TYPE_Sales staff,0.002637798012789409
OCCUPATION_TYPE_Secretaries,0.0004084782625881567
OCCUPATION_TYPE_Security staff,0.0014159838802771743
OCCUPATION_TYPE_Waiters/barmen staff,0.0006382258569421717
WEEKDAY_APPR_PROCESS_START_FRIDAY,0.0034743009352594966
WEEKDAY_APPR_PROCESS_START_MONDAY,0.0033239169194326556
WEEKDAY_APPR_PROCESS_START_SATURDAY,0.002873246601807963
WEEKDAY_APPR_PROCESS_START_SUNDAY,0.0020534310787702387
WEEKDAY_APPR_PROCESS_START_THURSDAY,0.0035599897244203947
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.003720061225023799
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.003627768354637733
ORGANIZATION_TYPE_Advertising,0.0002368143331439242
ORGANIZATION_TYPE_Agriculture,0.0009672764433400824
ORGANIZATION_TYPE_Bank,0.0004048226948540616
ORGANIZATION_TYPE_Business Entity Type 1,0.001235957555681072
ORGANIZATION_TYPE_Business Entity Type 2,0.0016145053979296927
ORGANIZATION_TYPE_Business Entity Type 3,0.0037620532486904016
ORGANIZATION_TYPE_Cleaning,0.00022769144455674512
ORGANIZATION_TYPE_Construction,0.0017207464227202561
ORGANIZATION_TYPE_Culture,0.00020436772321414764
ORGANIZATION_TYPE_Electricity,0.00035397287841075633
ORGANIZATION_TYPE_Emergency,0.0002812947349348351
ORGANIZATION_TYPE_Government,0.0014610831446788884
ORGANIZATION_TYPE_Hotel,0.0003602895787929457
ORGANIZATION_TYPE_Housing,0.0008819661728677726
ORGANIZATION_TYPE_Industry: type 1,0.0005650800938376141
ORGANIZATION_TYPE_Industry: type 10,6.464243241159554e-05
ORGANIZATION_TYPE_Industry: type 11,0.0008508140159310301
ORGANIZATION_TYPE_Industry: type 12,0.00012359780575651232
ORGANIZATION_TYPE_Industry: type 13,8.222987310863097e-05
ORGANIZATION_TYPE_Industry: type 2,0.0002610154025803286
ORGANIZATION_TYPE_Industry: type 3,0.0011538213173912242
ORGANIZATION_TYPE_Industry: type 4,0.0005361322059201493
ORGANIZATION_TYPE_Industry: type 5,0.000244286224498766
ORGANIZATION_TYPE_Industry: type 6,8.335942947852119e-05
ORGANIZATION_TYPE_Industry: type 7,0.000512249926545539
ORGANIZATION_TYPE_Industry: type 8,2.613831318993814e-05
ORGANIZATION_TYPE_Industry: type 9,0.0006535110385180228
ORGANIZATION_TYPE_Insurance,0.00022713751148984077
ORGANIZATION_TYPE_Kindergarten,0.001035448098448016
ORGANIZATION_TYPE_Legal Services,0.0001957825539946799
ORGANIZATION_TYPE_Medicine,0.0012484622983252483
ORGANIZATION_TYPE_Military,0.00046932073568792997
ORGANIZATION_TYPE_Mobile,0.00023177350504323914
ORGANIZATION_TYPE_Other,0.0019414309625854064
ORGANIZATION_TYPE_Police,0.00042906236732524153
ORGANIZATION_TYPE_Postal,0.0007398215537090832
ORGANIZATION_TYPE_Realtor,0.0003262775168167228
ORGANIZATION_TYPE_Religion,4.747852852460817e-05
ORGANIZATION_TYPE_Restaurant,0.0007726671549966365
ORGANIZATION_TYPE_School,0.001119743855904385
ORGANIZATION_TYPE_Security,0.0008823330005605759
ORGANIZATION_TYPE_Security Ministries,0.0003569783797603055
ORGANIZATION_TYPE_Self-employed,0.003453886323081151
ORGANIZATION_TYPE_Services,0.0004271036051985096
ORGANIZATION_TYPE_Telecom,0.0003573555384750262
ORGANIZATION_TYPE_Trade: type 1,0.00021398007495809803
ORGANIZATION_TYPE_Trade: type 2,0.0004310116893578259
ORGANIZATION_TYPE_Trade: type 3,0.000981206686967338
ORGANIZATION_TYPE_Trade: type 4,2.2103050523624704e-05
ORGANIZATION_TYPE_Trade: type 5,2.942269878291555e-05
ORGANIZATION_TYPE_Trade: type 6,0.0001975883523357089
ORGANIZATION_TYPE_Trade: type 7,0.0015400805152619142
ORGANIZATION_TYPE_Transport: type 1,7.035854693243813e-05
ORGANIZATION_TYPE_Transport: type 2,0.0006769538175207585
ORGANIZATION_TYPE_Transport: type 3,0.0008648074473220746
ORGANIZATION_TYPE_Transport: type 4,0.001205985301833696
ORGANIZATION_TYPE_University,0.00033598766224661594
ORGANIZATION_TYPE_XNA,0.0007225802739361937
FONDKAPREMONT_MODE_not specified,0.0005645494102405046
FONDKAPREMONT_MODE_org spec account,0.00046969258636642044
FONDKAPREMONT_MODE_reg oper account,0.0011917165534509877
FONDKAPREMONT_MODE_reg oper spec account,0.000742719160450234
HOUSETYPE_MODE_block of flats,0.001428892431916687
HOUSETYPE_MODE_specific housing,0.0004139917153057494
HOUSETYPE_MODE_terraced house,0.00020344731923441442
WALLSMATERIAL_MODE_Block,0.0007497957237732296
WALLSMATERIAL_MODE_Mixed,0.0004406831449505669
WALLSMATERIAL_MODE_Monolithic,0.00016308708445646877
WALLSMATERIAL_MODE_Others,0.0004322151810089041
WALLSMATERIAL_MODE_Panel,0.0013368480080881132
"WALLSMATERIAL_MODE_Stone, brick",0.0014785752863261318
WALLSMATERIAL_MODE_Wooden,0.0004469879324764224
EMERGENCYSTATE_MODE_No,0.0015752006569565798
EMERGENCYSTATE_MODE_Yes,0.0003623199769318568
DAYS_EMPLOYED_ANOM,0.0007618037581558744
CREDIT_INCOME_PERCENT,0.0255828001133183
ANNUITY_INCOME_PERCENT,0.026220582362353688
CREDIT_TERM,0.027032133162785854
DAYS_EMPLOYED_PERCENT,0.024473052111156312
